Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,diet_type,Unnamed: 0,Title,Ingredients,Instructions,Image_Name,Cleaned_Ingredients,image_path
dash,Spiced Carrot Salad,south american,5.53,53.72,10.53,2022-10-16,20:36:05,dash,4451,Spiced Carrot Salad,"['1 pound carrots with fresh green tops if available', '1/3 cup currants', '1/2 cup chopped pistachios, toasted', '1 tablespoon coriander seed, toasted', '2 teaspoons anise seed, toasted', '1/4 teaspoon cinnamon', '1 tablespoon honey', '1/2 cup extra virgin olive oil', '2 tablespoons lemon juice', '1 teaspoon kosher salt, divided', '1/2 cup loosely packed picked fresh dill', '1/2 cup loosely packed fresh cilantro leaves']","Trim carrot tops, keeping 1/2-inch of the green tops attached if they are bright green and fresh. Peel and thinly slice the carrots lengthwise. Bring a large pot of salted water to a boil and blanch the carrots for about 1 minute until they are slightly cooked but still a bit crunchy. Shock in an ice bath and drain when cool. Pat dry with paper towels.
Place currants in a medium bowl and pour hot water over to submerge completely. Let soak 10 minutes until plump, drain and discard water.
Place coriander, anise, cinnamon, honey, oil, lemon, and 1/2 teaspoon salt in a blender and blend until slightly chunky but seeds are not intact.
To serve, toss carrots, currants, pistachios and dressing together in a large bowl. Be sure to coat the carrots with the dressing. Add herbs and carefully toss to combine. Serve immediately.",spiced-carrot-salad-51243440,"['1 pound carrots with fresh green tops if available', '1/3 cup currants', '1/2 cup chopped pistachios, toasted', '1 tablespoon coriander seed, toasted', '2 teaspoons anise seed, toasted', '1/4 teaspoon cinnamon', '1 tablespoon honey', '1/2 cup extra virgin olive oil', '2 tablespoons lemon juice', '1 teaspoon kosher salt, divided', '1/2 cup loosely packed picked fresh dill', '1/2 cup loosely packed fresh cilantro leaves']",D:\fooddata\images\spiced-carrot-salad-51243440
dash,Borscht,french,22.55,60.76,24.55,2022-10-16,20:36:25,dash,6042,Borscht,"['6 cups water', '1 large onion, chopped', '1 pound beets (about 2 medium beets), peeled and grated', '1 medium carrot, peeled and grated', '4 stalks of celery, trimmed and chopped', '2 Beefsteak or Jersey tomatoes, chopped', '3 whole allspice berries', '2 teaspoons dill seeds', '1 fresh bay leaf', '2 or 3 sprigs of parsley', '2 or 3 sprigs of dill', '1 sprig of thyme', '1 tablespoon canola oil', '1 bunch Tuscan kale or chard, thick stems removed, cut into ribbons', '1 carrot, grated', '1/4 head of green cabbage, trimmed and thinly sliced', 'Diamond Crystal kosher salt and freshly ground black pepper', 'Lemon juice, for serving', 'Crème fraîche, for serving']","Make the beet stock: Combine all the stock ingredients in a large pot and bring to a boil; reduce the heat and simmer, covered, for 1 1/2 to 2 hours. When the stock is cool enough to handle, strain it through a fine mesh sieve, pressing down on the mixture to extract all the liquid. Discard the solids and set the stock aside; it can be stored in the refrigerator for up to a week.
Make the Soup: Pour the oil into a large pot; place it over medium heat and add the kale, carrot, and cabbage. Cook, stirring frequently, until the kale and cabbage are al dente. Pour the reserved stock into the pot and stir. Season with salt and pepper to taste. Serve the borscht hot; finish each bowl with a squeeze of lemon juice and a little crème fraîche.",borscht-51115600,"['6 cups water', '1 large onion, chopped', '1 pound beets (about 2 medium beets), peeled and grated', '1 medium carrot, peeled and grated', '4 stalks of celery, trimmed and chopped', '2 Beefsteak or Jersey tomatoes, chopped', '3 whole allspice berries', '2 teaspoons dill seeds', '1 fresh bay leaf', '2 or 3 sprigs of parsley', '2 or 3 sprigs of dill', '1 sprig of thyme', '1 tablespoon canola oil', '1 bunch Tuscan kale or chard, thick stems removed, cut into ribbons', '1 carrot, grated', '1/4 head of green cabbage, trimmed and thinly sliced', 'Diamond Crystal kosher salt and freshly ground black pepper', 'Lemon juice, for serving', 'Crème fraîche', 'for serving']",D:\fooddata\images\borscht-51115600
dash,Borscht,french,22.55,60.76,24.55,2022-10-16,20:36:25,dash,8061,Borscht,"['2 quarts beef, chicken, or vegetable broth', '1 tablespoon vegetable oil', '2 onions, diced', '2 garlic cloves, minced', '1 teaspoon dried marjoram', '2 celery stalks, trimmed, thinly sliced', '2 parsnips, peeled, thinly sliced', '1 carrot, peeled, thinly sliced', '1 leek, white and light green parts, thinly sliced', '1/2 head savoy cabbage, shredded', '1 bay leaf', '1 teaspoon salt, or to taste', '1/2 teaspoon freshly ground black pepper, or to taste', '2 beets, peeled, grated', '1/4 cup dill, minced', '2-3 tablespoons red wine vinegar, or as needed', '1/2 cup sour cream']","Bring the broth to a simmer while you peel and prepare the vegetables. Heat a large soup pot over medium heat with the oil. Add the onions and garlic. Cook, stirring frequently, until the onions are tender and golden, about 5 minutes. Stir in the marjoram.
Add the celery, parsnips, carrot, leek, and cabbage. Cover and cook over low heat, stirring occasionally, until the vegetables are slightly tender, about 8 minutes
Add the broth and the bay leaf. Season to taste with salt and pepper. Bring the soup to a simmer and cook, partially covered, for 10 minutes before grating the beets directly into the soup. Simmer, partially covered, until the soup is flavorful and the vegetables are completely tender, about 15 minutes. Stir in the dill. Add the red wine vinegar, salt, and pepper to taste. Garnish the soup with sour cream and serve.",borscht-357129,"['2 quarts beef, chicken, or vegetable broth', '1 tablespoon vegetable oil', '2 onions, diced', '2 garlic cloves, minced', '1 teaspoon dried marjoram', '2 celery stalks, trimmed, thinly sliced', '2 parsnips, peeled, thinly sliced', '1 carrot, peeled, thinly sliced', '1 leek, white and light green parts, thinly sliced', '1/2 head savoy cabbage, shredded', '1 bay leaf', '1 teaspoon salt, or to taste', '1/2 teaspoon freshly ground black pepper, or to taste', '2 beets, peeled, grated', '1/4 cup dill, minced', '2-3 tablespoons red wine vinegar, or as needed', '1/2 cup sour cream']",D:\fooddata\images\borscht-357129
dash,Borscht,french,22.55,60.76,24.55,2022-10-16,20:36:25,dash,13256,Borscht,"['10 cups canned beef broth', '1 1-pound meaty cross-cut bone-in beef shank slice', '1 large onion, quartered', '4 large beets, peeled, chopped', '4 medium carrots, peeled, chopped', '1 12- to 14-ounce russet potato, peeled, cut into 1/2-inch pieces', '2 cups thinly sliced savoy cabbage', '3/4 cup chopped fresh dill', '3 tablespoons red wine vinegar', '1 cup plain nonfat yogurt']","Bring 6 cups broth, beef shank, and onion to boil in large pot. Reduce heat, cover, and simmer until meat is tender, about 1 hour 30 minutes. Transfer meat to work surface; trim fat, sinew and bone and discard. Chop meat; cover and chill. Cool broth slightly. Chill uncovered in pot until cold, at least 4 hours and up to 1 day.
Spoon fat from top of chilled broth and discard. Add remaining 4 cups canned broth, beets, carrots, and potato; bring to boil. Reduce heat, cover, and simmer until vegetables are tender, about 30 minutes. Stir in cabbage and 1/2 cup dill; cook until tender, about 15 minutes. Season with salt and pepper. Stir in vinegar. Ladle soup into bowls. Top with yogurt and remaining 1/4 cup dill.",borscht-105960,"['10 cups canned beef broth', '1 1-pound meaty cross-cut bone-in beef shank slice', '1 large onion, quartered', '4 large beets, peeled, chopped', '4 medium carrots, peeled, chopped', '1 12- to 14-ounce russet potato, peeled, cut into 1/2-inch pieces', '2 cups thinly sliced savoy cabbage', '3/4 cup chopped fresh dill', '3 tablespoons red wine vinegar', '1 cup plain nonfat yogurt']",D:\fooddata\images\borscht-105960
dash,Crab Cakes,mediterranean,257.31,481.08,424.05,2022-10-16,20:36:46,dash,9842,Crab Cakes,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']","Tear bread into small pieces into a bowl with crab. Add mayonnaise, Worcestershire sauce, 2 Tbsp egg (discard remainder), and a pinch of salt. Mix together gently but thoroughly, then form into 4 patties (about 3 inches in diameter).
Heat butter in a 12-inch heavy skillet over medium heat until foam subsides, then cook crab cakes, turning once, until golden brown, about 6 minutes total.
french fries and/or baby greens tossed with lemon vinaigrette.",crab-cakes-242592,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']",D:\fooddata\images\crab-cakes-242592
dash,Crab Cakes,american,105.56,79.67,46.01,2022-10-16,20:40:03,dash,9842,Crab Cakes,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']","Tear bread into small pieces into a bowl with crab. Add mayonnaise, Worcestershire sauce, 2 Tbsp egg (discard remainder), and a pinch of salt. Mix together gently but thoroughly, then form into 4 patties (about 3 inches in diameter).
Heat butter in a 12-inch heavy skillet over medium heat until foam subsides, then cook crab cakes, turning once, until golden brown, about 6 minutes total.
french fries and/or baby greens tossed with lemon vinaigrette.",crab-cakes-242592,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']",D:\fooddata\images\crab-cakes-242592
dash,Crab Cakes,american,105.82,81.28,46.09,2022-10-16,20:40:30,dash,9842,Crab Cakes,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']","Tear bread into small pieces into a bowl with crab. Add mayonnaise, Worcestershire sauce, 2 Tbsp egg (discard remainder), and a pinch of salt. Mix together gently but thoroughly, then form into 4 patties (about 3 inches in diameter).
Heat butter in a 12-inch heavy skillet over medium heat until foam subsides, then cook crab cakes, turning once, until golden brown, about 6 minutes total.
french fries and/or baby greens tossed with lemon vinaigrette.",crab-cakes-242592,"['2 slices firm white sandwich bread', '1/2 pound jumbo lump crabmeat, picked over', '2 tablespoon mayonnaise', '1/2 teaspoon Worcestershire sauce', '1 large egg, beaten', '2 tablespoon unsalted butter', 'lemon wedges']",D:\fooddata\images\crab-cakes-242592
dash,Old Fashioned,world,0.12,9.66,0.02,2022-10-16,20:37:06,dash,9368,Old Fashioned,"['1 1/2 teaspoons (1/4 ounce) club soda', '1 sugar cube (preferably rough-cut and unbleached*) or 1/2 teaspoon raw sugar, such as turbinado or Demerara', 'Dash Angostura Bitters', '5 tablespoons (2 1/2 ounces) whiskey', '1 cup ice', '1 (1/2-inch-thick) strip orange peel', '1 (1/2-inch-thick) strip lemon peel', '*Rough-cut, unbleached sugar cubes can be purchased on amazon.com.']","In chilled cocktail shaker or pint glass, pour club soda over sugar cube. Using muddler or back of large spoon, gently crush sugar cube. Swirl glass until sugar dissolves, 20 to 30 seconds. Add bitters, whiskey, and ice, and stir until well chilled, about 20 seconds. Strain into chilled double old-fashioned glass. Squeeze orange and lemon peels over glass, making sure oils fall into glass; discard peels and serve.",old-fashioned-350766,"['1 1/2 teaspoons (1/4 ounce) club soda', '1 sugar cube (preferably rough-cut and unbleached*) or 1/2 teaspoon raw sugar, such as turbinado or Demerara', 'Dash Angostura Bitters', '5 tablespoons (2 1/2 ounces) whiskey', '1 cup ice', '1 (1/2-inch-thick) strip orange peel', '1 (1/2-inch-thick) strip lemon peel', '*Rough-cut', 'unbleached sugar cubes can be purchased on amazon.com.']",D:\fooddata\images\old-fashioned-350766
dash,Old Fashioned,world,0.12,9.66,0.02,2022-10-16,20:37:06,dash,11560,Old Fashioned,"['1 scant teaspoon simple syrup', '2 dashes Angostura Bitters, plus more to taste', '1 half dollar–sized slice orange peel, including pith', '2 ounces good-quality rye or bourbon', '1 maraschino cherry']","In old-fashioned glass, combine simple syrup and bitters. Fill glass halfway with ice, then stir about a dozen times. Add enough ice to fill glass. Squeeze orange peel over glass to extract oils, add peel to glass, and add whiskey. Stir just until drink is cold and alcoholic bite has softened, about a dozen times. Garnish with cherry, swizzle stick, and straw.",old-fashioned-235804,"['1 scant teaspoon simple syrup', '2 dashes Angostura Bitters, plus more to taste', '1 half dollar–sized slice orange peel, including pith', '2 ounces good-quality rye or bourbon', '1 maraschino cherry']",D:\fooddata\images\old-fashioned-235804
dash,Old Fashioned,world,0.12,9.66,0.02,2022-10-16,20:37:06,dash,13075,Old Fashioned,"['1 scant teaspoon simple syrup', '2 dashes Angostura Bitters, plus more to taste', '1 half dollar–sized slice orange peel, including pith', '2 ounces good-quality rye or bourbon', '1 maraschino cherry']","In old-fashioned glass, combine simple syrup and bitters. Fill glass halfway with ice, then stir about a dozen times. Add enough ice to fill glass. Squeeze orange peel over glass to extract oils, add peel to glass, and add whiskey. Stir just until drink is cold and alcoholic bite has softened, about a dozen times. Garnish with cherry, swizzle stick, and straw.",old-fashioned-200042,"['1 scant teaspoon simple syrup', '2 dashes Angostura Bitters, plus more to taste', '1 half dollar–sized slice orange peel, including pith', '2 ounces good-quality rye or bourbon', '1 maraschino cherry']",D:\fooddata\images\old-fashioned-200042
dash,Turkey Meatballs,american,171.34,58.53,92.37,2022-10-16,20:37:19,dash,8071,Turkey Meatballs,"['1 lb ground turkey', '1 egg', '1/2 cup seasoned bread crumbs', '1 tsp chopped onions', '1/4 tsp garlic powder', '1/8 tsp black pepper', '1 tbsp tomato paste or 2 tbsp ketchup']","Preheat oven to 400 degrees. Combine all the ingredients and mix thoroughly. Form meatballs from 1 tbsp of mixture mold into the shape of a ball. Bake 15 to 20 minutes on a lightly oiled 10 x 15 x 1 inch pan, or until the meatballs are no longer pink in the center.",turkey-meatballs-357009,"['1 lb ground turkey', '1 egg', '1/2 cup seasoned bread crumbs', '1 tsp chopped onions', '1/4 tsp garlic powder', '1/8 tsp black pepper', '1 tbsp tomato paste or 2 tbsp ketchup']",D:\fooddata\images\turkey-meatballs-357009
dash,Chicken and Dumplings,american,274.06,134.61,211.06,2022-10-16,20:37:33,dash,6471,Chicken and Dumplings,"['1 pound ricotta', '1/2 cup plus 2 tablespoons all-purpose flour plus more', '1 large egg, beaten to blend', '1 1/4 cups finely grated Parmesan', '3/4 teaspoon freshly grated nutmeg', '1/2 tablespoon kosher salt', '10 cups low-salt chicken broth', '2 pounds skinless, boneless chicken thighs', '1/4 cup (1/2 stick) unsalted butter', '6 tablespoons all-purpose flour', '2 celery stalks, cut crosswise into 1/4""-thick slices', '1 carrot, peeled, thinly sliced', '1 parsnip, peeled, cut into 1/4""-thick rounds', '1 leek, halved lengthwise, cut crosswise into 1/4""-thick slices', '1/4 cup chopped flat-leaf parsley', '1/4 cup chopped fresh chives', 'Kosher salt, freshly ground pepper', 'Shaved Parmesan', 'Cheesecloth (optional)']","If using fresh ricotta that has excess liquid, you may need to drain it overnight. Line a fine-mesh strainer with cheesecloth and set it over a medium bowl. Add ricotta; cover with plastic wrap and let drain overnight in refrigerator. If using supermarket ricotta, proceed with recipe; no draining required.
Gently mix ricotta, 1/2 cup plus 2 tablespoons flour, egg, Parmesan, nutmeg, and salt in a large bowl just to blend (do not overwork). Form dough into a ball (it will be sticky); wrap in plastic and chill for at least 1 hour and up to 1 day.
Line a baking sheet with parchment paper; set aside. Place dough on a lightly floured work surface. Divide dough into 4 equal portions and cover with a clean kitchen towel. Using your hands, roll 1 portion into a 1/2""-diameter rope; cut crosswise into 1/2""-thick pieces. Lightly dust gnocchi with flour and transfer to prepared baking sheet. Repeat with remaining portions of dough. Cover gnocchi with a kitchen towel and chill until ready to cook. DO AHEAD: Can be made 2 months ahead. Freeze on sheets, then store, frozen, in an airtight container.
Bring broth to a boil in a large saucepan. Add chicken; reduce heat to low, cover, and gently simmer until chicken is tender and cooked through, 20-30 minutes. Remove chicken; let cool slightly and shred into bite-size pieces. Bring broth to a boil and cook until reduced to 8 cups, about 15 minutes.
Meanwhile, melt butter in a small heavy saucepan over low heat. Whisk in flour until smooth and cook, whisking constantly, until roux is pale beige in color, about 15 minutes (do not brown).
Scrape roux into simmering broth; whisk until thickened and broth coats the back of a spoon. Reduce heat to low and add vegetables. Cook until tender, about 5 minutes. Add shredded chicken and herbs. Season with salt and pepper. DO AHEAD: Can be made 2 days ahead. Chill, uncovered, until cold; cover and keep chilled. Rewarm before serving.
Cook gnocchi in a large pot of boiling salted water, stirring occasionally, until gnocchi float to the surface, about 2 minutes (slightly longer if frozen). Using a slotted spoon, transfer gnocchi to bowls, dividing equally. Ladle chicken and vegetables with gravy over. Season with pepper and top with Parmesan.",chicken-and-dumplings-388655,"['1 pound ricotta', '1/2 cup plus 2 tablespoons all-purpose flour plus more', '1 large egg, beaten to blend', '1 1/4 cups finely grated Parmesan', '3/4 teaspoon freshly grated nutmeg', '1/2 tablespoon kosher salt', '10 cups low-salt chicken broth', '2 pounds skinless, boneless chicken thighs', '1/4 cup (1/2 stick) unsalted butter', '6 tablespoons all-purpose flour', '2 celery stalks, cut crosswise into 1/4""-thick slices', '1 carrot, peeled, thinly sliced', '1 parsnip, peeled, cut into 1/4""-thick rounds', '1 leek, halved lengthwise, cut crosswise into 1/4""-thick slices', '1/4 cup chopped flat-leaf parsley', '1/4 cup chopped fresh chives', 'Kosher salt, freshly ground pepper', 'Shaved Parmesan', 'Cheesecloth (optional)']",D:\fooddata\images\chicken-and-dumplings-388655
